pointer_offsets;pointer_value;separators;extract
0xDA4D0C,0xDA4DB4,0xDA4F64;0x00B1C160;00 00;"@0E:From your hand,《ロイヤルパ†ラディン》Choose and discard 1 card from your hand] This Yu†Knitga@02Ka@00When it appears on the field,†your《ロイヤルパラディン》of the Vanguard†If there's Ngard here, I'll pay the cost and†Good. After you pay, draw from your deck.†Choose either ""Sugarel"" or ""Buregarel"" card.†until you find@00Call it and reveal that pile.†Shuffle them into the deck."
0xDA6254;0x00B1C354;00 00 00 00;"@0D@03   :[@15Activate this unit†Place in your opponent's deck zone.《むらくも》†If you have Vanguard units, then your†Draw 1 ""Ninja Beast Gigantoad"" from your deck.†until you find@00Call it and reveal that pile.†Shuffle them into the deck."
0xDA5BEC,0xDA5C04;0x00B1C4B4;00 00;"@0E:[@15Other cards you control†Select one Rearguard that includes ""Gunner"" in its name†This unit forces retreat].@02 †ka@00When it appears on the field, your《ネオ†ネクタール》You have Vanguard with you.†Well, I can pay the cost. After paying it,†Look at up to 4 cards from the top of your mountain deck, and Ca†A card with ""Archer"" in its name†until you find@00Call it and reveal that pile.†Shuffle them into the deck."
0xDAC204,0xDACA64;0x00B1C758;00 00 00 00;"@0E:[@15This unit gains@00with†When you summon, if your opponent's Vanguard is in Defense Position,†If it's being restricted, then pay the cost.†Good. After paying, draw from your deck.†""Extirpator Evo"" other than ""Clipper Extirpator Evo""†Use one card with ""Exterminator"" in its name†until you find@00Call it and reveal that pile.†Shuffle them into the deck."
0xDA3E9C;0x00B1C96C;00 00;@0E@05   :[@15This unit's†Attack hits your Vanguard.†When triggered, reveal the top 4 cards from your deck.†It's okay. Grade of the revealed card.†If there are four or more, you can pay a cost to do so.†Pay and then you get an additional turn.†Obtain this. After revealing it, your deck†Shuffle them into the deck.
0xDA374C;0x00B1CB54;00 00;"@0D【手札】:Show this card to your opponent,†Place on the top of your deck†""Blaster""・Search for up to 1 Blade card.†And show it to your opponent, adding it to your hand. That pile.†Shuffle the cards."
0xDA4D84;0x00B1CCE0;00 00;"@0E:""Silkworm Villain Girafa"" is activated this turn.†When you perform a Ride, from your deck†""Elite Monster Girafa"" by up to 1 card†Find, show to your opponent, add to your hand, and put aside.†Shuffle the cards."
0xDA62E4;0x00B1CE4C;00 00;"@0D@03   :[@15①, your《オラク†ルシンクタンク》Use 2 Vanguard cards†Choose and discard from your deck†""Sun Goddess Amaterasu"" by 1 card or less†Find, show to your opponent, add to your hand, and put aside.†Shuffle the cards."
0xDA4D54;0x00B1D000;00 00 00 00;"@0E:""Initiator""・""Riple"" is this unit†When you ride a Unit, your deck†""Initiator""・""Wave"" card 1 or fewer†Find, show to your opponent, add to your hand, and put aside.†Shuffle the cards."
0xDA4DAC,0xDAB244;0x00B1D144;00 00 00 00;"@0E:""Brave Panzer"" is in this unit†When you ride a Unit, your deck†""Brave Cruiser"" 1 card or less†Find, show to your opponent, add to your hand, and put aside.†Shuffle the cards."
0xDA9EAC;0x00B1D284;00 00;@0E:[@15This unit gains@02Ka†@00When it appears, pay the cost to activate.†Pay and draw the top card from your deck.†Place 1 card in the Damage Zone and end your turn.†At the end ofURNS, your damage zone†From there, choose one card, put it back into the deck, and shuffle the deck.†Shuffle the cards.
0xDA7E14;0x00B1D460;00 00 00 00;@0E@03   :[Send this unit to Soul]†Place this unit here.@0C(Burst)†During battle, attack with Vanguard.†When you are hit, your《ネオネ†クタール》If there's a Vanguard here,†Cost it if you will. Then...†Look at up to 5 cards from the top of your deck and guess.†First Strike《ネオネクタール》draw one card†search for...@00with@10Call and draw from that pile†Shuffle the cards.
0xDAA224,0xDAA5F4;0x00B1D68C;00 00 00 00;@0E:[@14This unit gains@02with†When this card appears, you may pay its cost. Pay†if your Grade 1 or lower Link Joker is destroyed by battle or leaves the field,†Choose 1 Aguard from your hand and place it on your side area or in your discard pile.†Use 1 card with the same name as that unit.†Find all of them until you find them.@00Call it and reveal that pile†Shuffle the cards.
0xDA7E1C;0x00B1D844;00 00;"@0D@03   :[@15Activate this unit†Place in your opponent's deck zone.《ネオネク†タール》If there's a Vanguard here,†Look at up to 4 cards from the top of your deck.†A card with ""Archer"" in its name†Find all of them until you find them.@00Call it and reveal that pile†Shuffle the cards."
0xDAD04C;0x00B1DA10;00 00 00 00;"@0E@05   @12Your damage is†Effective with four or more cards):[@15This unit†The Beast King attacked with Vanguard.†At the end of battle, you may pay costs.†After paying, draw a card from your deck named†Include a card containing ""Gem Knight"" in this unit.†Knit's@09up to the same number of cards†Search... Separate...@00Call it and reveal that pile†Shuffle the cards."
0xDAC1CC;0x00B1DC70;00 00;@0E:[@15This unit gains@00with†When this card appears, you may pay its cost. Pay†if you have@076000 points†can search 1 card and this unit†in the same vertical row@00Call it and reveal that pile†Shuffle the cards.
0xDA6DC4;0x00B1DDF8;00 00 00 00;@0E:This unit can@02Ka@00on stage†When the field is cleared, reveal the top card of your deck.†That card is Grade 1 or Gray?†D2's,《なるかみ》then that card†of@00Call it, and if not, take that pile.†Shuffle the cards.
0xDA4D34;0x00B1DF5C;00 00;"@0E:""Blaster""・""Javelin"" activates its effect now.†When you ride a unit, reveal your top card from your deck.†From the deck ""Blaster""・""Dark"" card 1 copy†search, show to your opponent, add to your hand, then†Shuffle your deck."
0xDAD35C;0x00B1E0A0;00 00 00 00;"@0E:[@15 ①,@14This unit gains†@02When it appears, pay the cost to activate.†Pay and draw a card from your deck.†""Pyro Release Parsifal"" 1 card†search, show to your opponent, add to your hand, then†Shuffle your deck."
0xDA9C24,0xDAA624;0x00B1E270;00 00 00 00;"@0E:Choose 1 of your Rearguard cards,†This unit retreats@02on stage†When the field is cleared, you may pay the cost. Paytti†if one of your cards in your deck has a name that includes†""Blaster""-containing card 1 must be†search, show to your opponent, add to your hand, then†Shuffle your deck."
0xDA5054,0xDA52B4;0x00B1E470;00 00 00 00;"@0E@03   :[Send this unit to Soul]†Place this unit if this card name contains ""Bu""†Units containing ""Raster""@0C(Boo†During battle, attack was hit.†When you activate this effect, you can pay the cost. Pay†if one of your cards in your deck has a name that includes†""Blaster""-containing card 1 must be†search, show to your opponent, add to your hand, then†Shuffle your deck."
0xDA5A2C;0x00B1E6B0;00 00 00 00;@0D@03   :[@15Activate this unit†Place on Soul: Exile Gr axes from your Deck.†Level 2 or lower《ダークイレギュラーズ》†search for 1 card, place it in your Soul, and then†Shuffle your deck.
0xDA57C4,0xDA5B44;0x00B1E7D0;00 00 00 00;@0E:This unit can@02appeared in this battle†At times, your《ダークイレギュラーズ》†Choose 1 of your Reaver and place your deck†from the deck a card with the same name as that unit†to three cards or less, search and place them in Soul, then†Shuffle your deck.
0xDA5A74,0xDA5A7C;0x00B1E940;00 00 00 00;@0E:[@15This unit gains@02Ka†@00When it appears on the field, your《ゴール†ドパラディン》There's a Vanguard here.†Then, you may pay the cost. After paying it,†Draw the top card from your deck.†Place on your Zone and End Phase of this turn†At phase start, your damage zone†From the hand, choose one card and return it to the deck, then†Shuffle your deck.
0xDA5A84,0xDA5A8C;0x00B1EB58;00 00 00 00;@0E:[@15This unit gains@02Ka†@00When it appears on the field, your《エンジ†ェルフェザー》There's a Vanguard here.†Then, you may pay the cost. After paying it,†Draw the top card from your deck.†Place on your Zone and End Phase of this turn†At phase start, your damage zone†From the hand, choose one card and return it to the deck, then†Shuffle your deck.
0xDA58FC,0xDA593C;0x00B1ED70;00 00 00 00;@0E:[@15This unit gains@02Ka†@00When it appears on the field, your《グレー†トネイチャー》There's a Vanguard here.†Then, you may pay the cost. After paying it,†Draw the top card from your deck.†Place on your Zone and End Phase of this turn†At phase start, your damage zone†From the hand, choose one card and return it to the deck, then†Shuffle your deck.
0xDA4E7C;0x00B1EF88;00 00;@0E@03   :This unit can《かげろう》†of@0CDuring battle boost, attack†When Cuk hits with a Vanguard attack,†Opponent's Grade 0 Rearguard 1†Choose cards and allow one retreat. Retreat has been allowed.†, at the start of your end phase†At times, return this unit to your deck and shuffle.†Shuffle your deck.
0xDA4C5C;0x00B1F160;00 00;@0E@03   :This unit can《かげろう》†of@0CDuring battle boost, attack†When Cuk hits with a Vanguard attack,†Opponent's Grade 1 Rearguard 1†Choose cards and allow one retreat. Retreat has been allowed.†, at the start of your end phase†At times, return this unit to your deck and shuffle.†Shuffle your deck.
0xDA4AE4,0xDA4AFC,0xDA4B1C;0x00B1F338;00 00;@0E@03   :This unit can@0C(Boo†During battle, attack was hit.†When you perform a toshite,@13You may use that once.@13Did it†Place this unit back on the top of the deck.†Shuffle your deck.
0xDAA1FC;0x00B1F444;00 00;@0E@03   @25(Your@02GaG†There are one or more face-up G Units in the Zone†While effective):This unit becomes a Vanguard.†When you attack with a Unit, during that battle,†This unit's@07You may +4000.†@07If +4000, then at the end of this battle,†This unit is sent back to your deck, and your†Draw one Grade 1 card from your deck†until you find@00with@10Call out and trigger its effect.†Shuffle your deck.
0xDA9F0C;0x00B1F694;00 00 00 00;@0E@03   @25(Your@02GaG†There are one or more face-up G Units in the Zone†While effective):[Evacuate this unit]†Your Vanguard attacks!†At the start of the Guard Step after a Lost Battle,†Your other Rearguard cards must be 3 or more†Then, you may pay the cost. After paying it,†Look at the top 3 cards of your deck and reveal one card.†until you find@01with@10Call out and trigger its effect.†Shuffle your deck.
0xDA9ED4;0x00B1F908;00 00 00 00;@0E@06       @25(Your@02 †There is 1 face-up G Unit in the G Zone.†Above are the effective rules.:[@15This unit†The attack hits the Vanguard.†When you activate this effect, you can pay the cost. Paying it...†, look at the top 4 cards of your deck.†Search for 1 card or fewer@00Call it and its†Shuffle your deck.
0xDA4774;0x00B1FB04;00 00 00 00;@0E:[@15This unit gains@02Ka†@00When it appears, pay the cost to activate.†Pay and draw from your deck.《ロイ†ヤルパラディン》of the Beast Kaiser†Search for 1 card or fewer@00Call it and its†Shuffle your deck.
0xDA3F5C;0x00B1FC68;00 00;"@0E@03   @25(Your@02GaG†There are one or more face-up G Units in the Zone†While effective):[@15This unit activates its effect when this unit attacks.†When attacking with Vanguard, this unit...†Knitga@0CIt's boosted, huh?†Well, I can pay the cost. After paying it,†From your field deck, place ""Knight""・Observe・Twin†cards except ""Sword"" Grade 2 cards†Search for 1 card or fewer@00Call it and its†Shuffle your deck."
0xDA91A4;0x00B1FE98;00 00;@0E@05   @25(Your@02GaG†There are one or more face-up G Units in the Zone†While effective):[@15 ①,@141] This unit†When To attacks with Vanguard,†Cost it if you will. Then...†Draw a Grade 2 card from your main deck†Search for 1 card or fewer@00Call it and its†Shuffle your deck.
0xDA86AC,0xDA8954;0x00B2006C;00 00;"@0E:[Other cards you control have ""Archer"" in their names]†Choose one Reversal Guard with an effect and retreat it.†This unit activates its effect when destroyed by battle.@00appeared in this battle†When, your Vanguard...@22shi†If you wish, I'll pay the cost.†If so, look at the top 4 cards of your deck.†and cards with ""Gunner"" in their card name†Search for 1 card or fewer@00Call it and its†Shuffle your deck."
0xDA85F4;0x00B202E4;00 00 00 00;"@0E@03   :[@151] Your Vanguard†Guard is@22When you activate this effect, pay the cost.†Good. After paying, draw from your deck.†Cards containing ""Explorer"" in the card name†Search for 1 card or fewer@00Call it and its†Shuffle your deck."
0xDA93EC,0xDAA614;0x00B20460;00 00;@0E@05   :[@153, your draw.†Draw 5 Normal Units from your Zone†Choose your cards and place them in your desired order on top of the deck stack,†Choose and discard 1 card from your hand.]†This unit attacks with Vanguard.†When you activate this effect, you can pay the cost.†If so, your Rearguard Circle gets two cards shuffled in.†Choose one and select from your deck that Unit.†Duplicate cards with the same name as To, two each†search and find, separate ones@00Call it and its†Shuffle your deck.
0xDAA344;0x00B20724;00 00;"@0D@03   @27     @25(Your†@02The G Zone has a face-up G Unit.†Effective with one or more cards):Your drop†Remove 2 Normal Units from your Zone†Choose and place them in your desired order on top of the deck]†Your card name contains ""Lanlily""†that include Grade 3 and above Vanguishers†If there is a Don, your unit will be weakened by 1.†Pick a card. After choosing, that unit and†Select up to 4 of your named units†During that turn,@07+3000. Your†Shuffle your deck."
0xDA87A4;0x00B20A30;00 00;@0D@03   :[@14Activate this unit†Place one card from your deck on the bottom. Draw 1 card.†Shuffle your deck.
0xDA716C;0x00B20AEC;00 00;"@0E:Gravity Ball・Dragon†When you ride this unit, you†Look at the top 7 cards of your deck, ""Shi""†Vanguard Circle・Dragon"" or ""Gra†Viticolapse・""Dragon"" card 1 copy†until you find one, show it to your opponent, add it to your hand, then†Shuffle your deck."
0xDA4494;0x00B20C98;00 00 00 00;"@0E:[@15This unit gains@00Ka†When placed on your Drop Zone, Cost is applied.†You may pay 10000 power points. After paying, your†Draw 1 ""Shieldon the Wall"" from your deck.†until you find one, show it to your opponent, add it to your hand, then†Shuffle your deck."
0xDA49AC;0x00B20E40;00 00 00 00;@0D【手札】:Show this card to your opponent,†Place on the top of your deck†Vealwolf・Use 1 Ziga†until you find one, show it to your opponent, add it to your hand, then†Shuffle your deck.
0xDAA9D4;0x00B20FC8;00 00;"@0E:""Vanguard of Darkness Vortimer""†When you ride this unit, you†Look at the top 7 cards of your deck, ""Su""†Pectral・Duke・""Dragon,"" or†""Black Dragon Knight Vöteimer"" 1 card†until you find one, show it to your opponent, add it to your hand, then†Shuffle your deck."
0xDA8F9C,0xDA937C;0x00B211B8;00 00 00 00;@0E@05   :This unit can@22Did it†At times, from your deck, your@02with†Place 1 card with the same name as your unit†until you find one, show it to your opponent, add it to your hand, then†Shuffle your deck.
0xDA99D4;0x00B21310;00 00 00 00;@0E@06       :[@151] This unit†To's attack hits Vanguard.†When you activate this effect, you can pay the cost. Pay†if you, reveal up to 5 cards from the top of your deck†Look and select a Grade 3 or higher card one.†until you find one, show it to your opponent, add it to your hand, then†Shuffle your deck.
0xDAB48C,0xDAB4A4,0xDAB74C,0xDAB764;0x00B214F4;00 00 00 00;"@0D@05   @12Your damage is†Effective with four or more cards):[@14①, your†From your hand, play Duo Stage Storm I†Choose and discard 1 ""Orichalcum"" card from your hand.†《バミューダ△》Use 1 Vanguard card†Choose, discard to hand, and draw from your deck.†Two cards with the same name as that unit†until you find one, show it to your opponent, add it to your hand, then†Shuffle your deck."
0xDA557C;0x00B21774;00 00;@0D@03   :[@15Activate this unit†Place on Soul: From the top of your deck†You can look at up to 10 cards.《グランブルー》play one card†until you find and place it in the Drop Zone, then†Shuffle your deck.
0xDA384C,0xDA4424,0xDAAD14;0x00B218B0;00 00;@0E@05   :[@15This unit's†When an attack hits, pay the cost.†said well. After paying, draw two cards, you.†Choose one card from your hand, return it to the top of the deck, then†Shuffle your deck.
0xDA5D5C,0xDA5DA4;0x00B219F8;00 00;@0E:[@15This unit gains@02Ka†@00When it appears on the field, your《ディメ†ンジョンポリス》No Vanguard units left†If I may, I'll pay the cost. Paid.†But, discard the top card of your deck.†Place on the Illusory Zone, and that turn it gains Enigma.†At the start of the outphase, your damage marker count†Choose one card from your zone, shuffle it back into your deck, then†Shuffle your deck.
0xDA59F4,0xDA5A0C;0x00B21C10;00 00;@0E:[@15This unit gains@02Ka†@00When it appears on the field, your《ダーク†イレギュラーズ》No Vanguard units left†If I may, I'll pay the cost. Paid.†But, discard the top card of your deck.†Place on the Illusory Zone, and that turn it gains Enigma.†At the start of the outphase, your damage marker count†Choose one card from your zone, shuffle it back into your deck, then†Shuffle your deck.
0xDA4EB4;0x00B21E28;00 00 00 00;@0E@03   :This unit can《ノヴァグ†ラップラー》of@0CBoosted巴†In Duel, Attack sends Vanguard to the Reversal Area.†When you are hit, your Damage Zone†Choose 1 card and flip it face-up. Flip it face-up.†if that happens, reveal that turn's End Phase card†At start phase, return this unit to the deck and then†Shuffle your deck.
0xDA6894;0x00B21FEC;00 00 00 00;"@0D@03   :[Send this unit to Soul]†Place yours, your@00from ""Vanguard Dance""†Choose one ""Erasermancer Hissen"" and place it in your Soul.†Place yours. Your@02""Exterminator of the Dominators""†If you have ""Zuitan,"" your deck†from ""Eraser Dragonic""・Decend†Search for up to 1 card, ""Dant,"" and ride it.†Shuffle your deck."
0xDA70EC;0x00B221E0;00 00 00 00;"@0E:[@15This unit gains@02Ka†@00When it appears on the field, your《シャド†ウパラディン》There's a Vanguard here.†Then, you may pay the cost. After paying it,†from your deck, draw a card named ""Repeller""†Include 1 Grade 0 or lower card†Find all of them until you find them.@00with@10Call out and then†Shuffle your deck."
0xDAB944;0x00B223D0;00 00 00 00;@0E@03   :[Send this unit to Soul]†Place this unit here.@0C(Burst)†During battle, attack with Vanguard.†When you hit with a Dive Attack, your Vanguard.†The field is@22if you are performing it, then pay the cost†You may pay. After paying, your deck.†From grade 0 cards up to 2 cards†Search... Separate...@00with@10Call out and then†Shuffle your deck.
0xDA869C;0x00B225BC;00 00;@0E@03   :[@15Activate this unit†Place in Soul: Your Vanguard†who@22During your turn, this unit†who attacked with their Vanguard in battle†At the end of your turn, you may pay the cost to do so. Pay†then draw one card from your deck.†Unitless@00Call it and then†Shuffle your deck.
0xDAD6FC;0x00B2276C;00 00 00 00;@0E@25(Your@02G Zone†(Effective if you have 1 or more G Units on the Reverse Side):†This unit is drawn from the deck@00appears on†When you activate this, look at the top 3 cards of your deck.†And find one card at most,@00Call it and then†Shuffle your deck.
0xDA55B4;0x00B2291C;00 00 00 00;@0E:[@15This unit gains@02Ka†@00When it appears on the field, your《ゴール†ドパラディン》There's a Vanguard here.†Then, you may pay the cost. After paying it,†From your deck, draw a Grade 0 card《ゴー†ルドパラディン》Normal Unit†Search for 1 card or fewer@00Call it and then†Shuffle your deck.
0xDA420C;0x00B22AC8;00 00 00 00;@0E@03   @25(Your@02GaG†There are one or more face-up G Units in the Zone†While effective):[@15This unit activates its effect when this unit attacks.†When attacking with Vanguard, this unit...†Knitga@0CIt's boosted, huh?†Well, I can pay the cost. After paying it,†from your main deck Grade 1 card†Search for 1 card or fewer@00Call it and then†Shuffle your deck.
0xDAC3E4;0x00B22CC4;00 00 00 00;"@0E@05   @12Your damage is†Effective with four or more cards):[@15Your†At main phase start, your rear-guard circle.†If Guard cards are 3 or fewer, pay the cost†Good. After paying, draw from your deck.†Cards containing ""Gem Knight"" in the name†Search for 1 card or fewer@00Call it and then†Shuffle your deck."
0xDAC40C;0x00B22ED0;00 00 00 00;"@0E:[@15Card name includes ""Repeller""†[Containing Card] This unit has@02on stage†When the field is cleared, you may pay the cost. Paytti†If so, grade 1 or higher cards from your deck will be...†Draw up to 1 card and attach this unit†the same vertical row as ッ@00Call it and then†Shuffle your deck."
0xDA4E44;0x00B230C8;00 00;"@0E:From your hand, select Grade 3 cards†《メガコロニー》Choose and discard 1 card]†This unit can@00When it appears on the field, Co†You may pay the cost. After paying,†From your deck, draw ""Evil General Gylpha"" 1†Search for up to three cards, show them to your opponent, and add them to your hand.†Shuffle that deck."
0xDA8214;0x00B232CC;00 00;"@0E:From your hand, select Grade 3 cards†《ゴールドパラディン》Choose one card and discard it.†This unit's effect activates when this unit attacks.@00appeared in this battle†At times, your《ゴールドパラディン》of†If there are Vanguard units, then pay the cost†That's fair. After paying, you draw from your deck.†""Liberator Gunsrod, the Solitary Freedom"" 1†Search for up to three cards, show them to your opponent, and add them to your hand.†Shuffle that deck."
0xDA51C4;0x00B23524;00 00;"@0D@03   :[@15①, your《かげろ†う》Choose 2 of your Vanguard and retreat them.†[Set] Draw one card from your deck.†Cut・Overload・Gi・""End"" 1†Search for up to three cards, show them to your opponent, and add them to your hand.†Shuffle that deck."
0xDA53EC;0x00B236A8;00 00 00 00;"@0E:""Hebelry""・""Injector"" activates†When you ride this unit, you†Look at up to 7 cards from the top of your deck.†""Starlight Healer Ergodiell""†""Destiny Healer Ergodiel"" to 1†Search for up to three cards, show them to your opponent, and add them to your hand.†Shuffle that deck."
0xDA5C9C;0x00B23884;00 00 00 00;"@0E:""Eye of Annihilation Zylir"" is activated this turn.†When you ride a unit, your deck's†Look at the top 7 cards and ""Galaxy Beast Ziji""†Choose either ""Ziell"" or ""Ziell, the Star Eater"".†Search for up to three cards, show them to your opponent, and add them to your hand.†Shuffle that deck."
0xDABE74,0xDAC08C;0x00B23A74;00 00;@0E:[@15 ①,@14This unit gains†@02When it appears, pay the cost to activate.†Pay and draw the top card from your deck.†Look at 5 cards and select one with an ability.†Search for up to three cards, show them to your opponent, and add them to your hand.†Shuffle that deck.
0xDA4254;0x00B23C58;00 00 00 00;"@0D@03   @25(Your@02GaG†There are one or more face-up G Units in the Zone†While effective):[@151, use this unit to Soul Charge†Place on Ur: Draw a card from your deck.†A card with ""Blaster"" in its name†Search for up to three cards, show them to your opponent, and add them to your hand.†Shuffle that deck."
0xDABA94;0x00B23E40;00 00;"@0E@05   :[@14This unit activates its effect.†@22During this turn, this unit has†Battle that attacked with Vanguard†At the end of your turn, you may pay a cost. Pay it.†if you reveal the top five cards of your deck,†Cards with ""Witch"" in their names, 2†Search for up to three cards, show them to your opponent, and add them to your hand.†Shuffle that deck."
0xDA8DC4;0x00B24074;00 00 00 00;@0E:This unit can@00appeared in this battle†At times, look at the top 10 cards of your deck.†Search for 1 card, place it in the Drop Zone,†Shuffle that deck.
0xDA96B4;0x00B24194;00 00;"@0E:Using the effect of your card, this Yu†Knitga@00from the drop zone†When placed, draw the top 3 cards from your deck.†By examining the cards, I found ones with ""Eraser"" in the name.†Draw one card at most, show it to your opponent, and put it aside.†Add this card to your hand and return this card to the top of your deck.†Shuffle that deck."
0xDA6DDC;0x00B243AC;00 00 00 00;"@0E@03   :[Send this unit to Soul]†Place: Due to your card's effect, your opponent†The Reaver in your drop zone.†When it'sparalleled, your Grade 3 or higher card...†Cards with ""Eraser"" in their names†If there are Units, you may pay the cost.†After paying, draw 10 cards from the top of your deck.†Until now, ""Eraser Sweep Command""・†Find up to 1 Dragon card, ride it,†Shuffle that deck."
0xDAD63C;0x00B24640;00 00 00 00;@0E@05   @25(Your@02GaG†There are one or more face-up G Units in the Zone†While effective):[@15This unit's attack...†Tack hit with Vanguard.†Then, pay the cost if you wish. Pay it, and then...†From your main deck, select a Grade 2 Unit†Search for up to 1 card and@00Call it out,†Shuffle that deck.
0xDA97D4,0xDAA504;0x00B24814;00 00 00 00;@0E:[@15 ①,@14This unit gains†@02When it appears, pay the cost to activate.†Pay and then your Grade 2 or higher units can attack.†Choose one Vanguard below and place it on your side.†from the deck, draw a card with the same name as that unit†Draw up to 1 card@00Call it out,†Shuffle that deck.
0xDA3F2C;0x00B249D8;00 00 00 00;@0E@05   :This unit's attack†When it hits your Vanguard, you†From your Funter Zone, select a Grade 2 or higher Card.†Draw up to 1 card@00Call it out,†Shuffle that deck.
0xDAD6D4;0x00B24AF0;00 00 00 00;@0E@05   :This unit's attack†When it hits your Vanguard, you†From your Grade 1 or lower card in your hand†Draw up to 1 card@00Call it out,†Shuffle that deck.
0xDA7B74;0x00B24C04;00 00;"@0E:This unit activates ""Light Holy Domain Rito""†When you ride on ""Rustorm,"" you†with your Soul ""Light Holy Domain Planetra""†If there's a ""Nansha"" card in your deck,†Card name contains ""Light Holy Realm""†Draw up to 1 card@00Call it out,†Shuffle that deck."
0xDA98F4,0xDA9B1C,0xDA9BCC;0x00B24DD0;00 00;"@0D@05   :[@15Card name on†Cards containing ""Explorer"" are in your deck†from card names containing ""Explorer""†Draw up to 1 card@00Call it out,†Shuffle that deck."
0xDA4F9C,0xDA5234;0x00B24F28;00 00;"@0E:[@15This unit gains@02Ka†@00When it appears on the field, your《ロイヤ†ルパラディン》There's a Vanguard here.†Then, you may pay the cost. After paying it,†From your deck, select Grade 2 or lower cards†Card name contains ""Blaster""†Draw up to 1 card@00Call it out,†Shuffle that deck."
0xDAD6F4;0x00B250FC;00 00 00 00;@0E@25(Your@02G Zone†(Effective if you have 1 or more G Units on the Reverse Side):†[@15This unit gains@00appears on†When you activate this effect, you can pay the cost. Paying it...†From your deck, draw a Grade 0 Card†Search for 1 or fewer cards@00Call it out,†Shuffle that deck.
0xDAB51C,0xDAB534,0xDAB7DC,0xDAB7F4;0x00B252C4;00 00;"@0E@05   @12Your damage is†Effective with four or more cards):[@15This unit†The Beast King attacked with Vanguard.†Then, pay the cost if you wish. Pay it, and then...†Your Counterblast contains a card named ""Duo"".†Choose 1 card and return it to your hand, then you†from your deck, place a card with the same name as that unit†Search for 1 or fewer cards@00Call it out,†Shuffle that deck."
0xDA4034;0x00B2551C;00 00 00 00;"@0D@03   @25(Your@02GaG†There are one or more face-up G Units in the Zone†While effective):[@151, use this unit to Soul Charge†Place on Ur; other Grade 2 from your side.†Choose one Re Vanguard from the following and show me.†from your deck, place a card with the same name as that unit†Search for 1 or fewer cards@00Call it out,†Shuffle that deck."
0xDA3C9C;0x00B25714;00 00 00 00;"@0E@05   :This unit can@22Did it†At times, cards from your deck named†""Explorer"" grade 2 or higher card†Search for 1 or fewer cards@00Call it out,†Shuffle that deck."
0xDAC19C,0xDACA54;0x00B25860;00 00 00 00;@0D@05   :[@14②, your hand card?†your@02Units in play must be†Choose and discard one named card from your hand] This†Units are@22if you are doing so, then let's†From your Grade 2 and Grade†one and Grade 0 cards, respectively†Look for one card at a time, separately.@00Call it out,†Shuffle that deck.
0xDA4734;0x00B25A30;00 00;@0E@06       :[@14 ⑧,@15This†When an Unit's Attack Hits,†Cost it if you will. Then...†Look at up to 5 cards from the top of your deck, and†from within《スパイクブラザーズ》to like†Number Selection, Separate@00Call it out,†Shuffle that deck.
0xDAD37C;0x00B25BF8;00 00;"@0E@06       :[@15Card name†Cards containing ""Witch"" - This unit's†Attack hits your Vanguard.†When necessary, I can pay costs. After paying,†The opponent's Rearguard is in play.@00take one†Choose 5 cards from the top of your opponent's deck.†Reveal and select a Grade 0 Carrot from among them.†Choose one ""Do"" card and place it.@00Call it out,†Shuffle that deck."
0xDA7854;0x00B25E54;00 00 00 00;@0E:This unit can@02Ka@00on stage†When the field is cleared, reveal the top card of your deck.†That card is Grade 1 or Gray?†D2's,《アクアフォース》then, that†cards to@00Call and if it's not,†Shuffle that deck.
0xDA5144;0x00B25FB4;00 00 00 00;@0E:This unit can@02Ka@00on stage†When the field is cleared, reveal the top card of your deck.†That card is Grade 1 or Gray?†D2's,《ネオネクタール》then, that†cards to@00Call and if it's not,†Shuffle that deck.
0xDAC93C,0xDACE8C;0x00B26114;00 00;@0E@06       [@15 ①]:This unit†To's attack hits Vanguard.†When you activate this effect, you can pay the cost. Pay†if you, reveal up to 5 cards from the top of your deck†Look, Grade 3 and above《なるかみ》of†Search for 1 card, show it to your opponent, and add it to your hand†Shuffle that deck, please.
0xDA474C;0x00B262FC;00 00 00 00;@0D@03   :[@15Activate this unit†Exhaust from your deck: Grey†Less than Grade 1《スパイクブラザーズ》of†Search for 1 card, show it to your opponent, and add it to your hand†Shuffle that deck, please.
0xDA4E74;0x00B26458;00 00 00 00;"@0E:From your hand, select Grade 3 cards†《かげろう》Choose and discard 1 card from your hand] This†Units are@00When it appears, its cost†You may pay one Life Force. After you pay, your deck.†From the deck ""Amber""・Dragon“蝕”」 to†Search for 1 card, show it to your opponent, and add it to your hand†Shuffle that deck, please."
0xDAA86C;0x00B26664;00 00;"@0E:Mermaid Idol Livie†When this unit rides with ""Rules"",†Look at the top 7 cards of your deck.†""Top Idol Livier""?†""Super Idol Livier"" to†Search for 1 card, show it to your opponent, and add it to your hand†Shuffle that deck, please."
0xDAD2D4;0x00B26814;00 00;"@0E:[@15 ①,@14This unit gains†@02When it appears, pay the cost to activate.†Pay and draw from your deck.†""Fighter Skybeat""・""Dragon"" to†Search for 1 card, show it to your opponent, and add it to your hand†Shuffle that deck, please."
0xDABF6C,0xDABF74;0x00B269C4;00 00 00 00;"@0E@03   :[@15Activate this unit†Place on top of your deck], other your units†Togu@00When sent back to your hand,†Card name contains ""Duo"" in Vanguard†If there are Units, you may pay the cost.†After paying, draw from your deck.†returned unit and the card with the same name†Search for 1 card, show it to your opponent, and add it to your hand†Shuffle that deck, please."
